Latitude,Longitude,Frequency
41.7543126,-87.57849025,1
41.72812009,-87.64339398,1
41.75425611,-87.5699407,1
41.86012582,-87.72499164,1
41.99306172,-87.68150832,1
41.88190567,-87.70487811,1
41.73580062,-87.66225759,1
41.71353624,-87.64422022,1
41.70940436,-87.67530283,1
42.00933861,-87.70083625,1
41.79444863,-87.70237772,1
41.79444889,-87.70242539,1
41.79444877,-87.70240339,1
41.88395439,-87.68200155,1
41.81322607,-87.6906861,1
41.8862552,-87.75772975,1
41.75075716,-87.63599812,1
41.74524424,-87.60379648,1
41.67380787,-87.65644874,1
41.89099116,-87.71130079,1
41.71813661,-87.65219272,1
41.74331776,-87.60379997,1
41.92221502,-87.65229003,1
41.80656413,-87.69089573,1
41.74669651,-87.60995834,1
41.88867006,-87.70635063,1
41.76118916,-87.65401376,1
41.88439453,-87.7495608,1
41.95451209,-87.7068123,1
41.9545862,-87.70681525,1
41.95472734,-87.7080381,1
41.74708288,-87.63741207,1
41.95484421,-87.70682375,1
41.91198244,-87.74473178,1
41.91171875,-87.72571805,1
41.95457914,-87.70803587,1
41.96037565,-87.69273928,1
41.93687792,-87.72470011,1
41.9545313,-87.70681211,1
41.66824834,-87.63317067,1
41.75750362,-87.61829601,1
41.80395275,-87.66606922,1
41.78031224,-87.68114858,1
41.6583078,-87.63805761,1
41.87113954,-87.62957305,1
41.95456699,-87.70681544,1
41.74494686,-87.62914999,1
41.9104973,-87.67681252,1
41.87014443,-87.6970151,1
41.78268312,-87.76313018,1
41.78082296,-87.60839433,1
41.82390971,-87.66900994,1
41.90568162,-87.64731545,1
41.73702002,-87.65215444,1
41.75408577,-87.61502455,1
41.75542414,-87.64537758,1
41.94640622,-87.64462202,1
41.89628652,-87.65397235,1
41.77501422,-87.68719265,1
41.88600097,-87.64748565,1
41.81977913,-87.61688458,1
41.80797893,-87.71517457,1
41.73436963,-87.63083363,1
41.78837621,-87.6474345,1
41.64725218,-87.54433484,1
41.83876617,-87.64874254,1
41.76268503,-87.65405296,1
41.94035613,-87.77012259,1
41.96597876,-87.78196865,1
41.85355488,-87.7094246,1
41.85976881,-87.72132776,1
41.757069,-87.64784493,1
41.95469599,-87.70681785,1
41.95475363,-87.70682096,1
41.74697487,-87.64545313,1
41.7807823,-87.66788605,1
41.77400632,-87.73361844,1
41.79392664,-87.67345621,1
41.8893979,-87.65340998,1
41.95754947,-87.70874214,1
41.84347771,-87.71598171,1
41.97104601,-87.69388267,1
41.95280452,-87.70920756,1
41.9001303,-87.66740504,1
41.83796872,-87.70362012,1
41.93614302,-87.66225998,1
42.00586609,-87.69369966,1
41.75531402,-87.6672073,1
41.9338703,-87.77605627,1
41.7883353,-87.68724224,1
41.74320849,-87.65401644,1
41.9561628,-87.70808289,1
41.78765292,-87.69973092,1
41.69667542,-87.66236056,1
41.96456795,-87.76613686,1
41.89684011,-87.71147911,1
41.86318316,-87.61481797,1
42.0081995,-87.81097733,1
42.01227147,-87.68936337,1
41.75161972,-87.64891804,1
41.700341,-87.52924395,1
41.87707427,-87.7265347,1
41.88032824,-87.75839986,1
41.93085147,-87.64088285,1
41.94108467,-87.64774473,1
41.67347942,-87.62161326,1
41.99425353,-87.74037294,1
41.94895795,-87.65982071,1
41.77479668,-87.69937355,1
41.77543426,-87.69261062,1
41.83606959,-87.613015,1
41.81507105,-87.63353275,1
41.65526764,-87.60232445,1
41.68272929,-87.63482216,1
41.73734713,-87.62101479,1
41.74758764,-87.66700867,1
41.8745504,-87.7102926,1
41.73089711,-87.56220878,1
41.95272651,-87.70798413,1
41.75137325,-87.70122023,1
41.72621463,-87.60457229,1
41.93452403,-87.65017816,1
41.95038145,-87.74723132,1
41.84811717,-87.61305971,1
41.73464031,-87.7327794,1
41.91972568,-87.67769164,1
41.89783258,-87.71639145,1
41.88736079,-87.64956443,1
41.94655847,-87.64301401,1
41.7373691,-87.55218743,1
41.92268694,-87.7793284,1
41.73962585,-87.58912319,1
41.74269695,-87.56210792,1
41.74751618,-87.54796385,1
41.76578367,-87.68449578,1
41.69129318,-87.65524395,1
41.9953875,-87.71551269,1
41.90716978,-87.63968039,1
41.90724073,-87.69447572,1
41.74937879,-87.72523948,1
41.76448988,-87.63830165,1
41.78051633,-87.59685963,1
41.80050927,-87.66475529,1
41.7648771,-87.66659522,1
41.93897391,-87.80196805,1
41.81599379,-87.60451283,1
41.74335055,-87.6442313,1
41.77188789,-87.64457848,1
41.67923318,-87.64074629,1
41.85082856,-87.71375282,1
41.75210438,-87.72377716,1
41.69130548,-87.72149565,1
41.81668394,-87.74338578,1
41.78804049,-87.76823095,1
41.80304549,-87.71532102,1
41.92836343,-87.64013436,1
41.68712462,-87.6238902,1
41.83113525,-87.67041396,1
41.67604402,-87.61653723,1
41.80893239,-87.64173524,1
41.93177668,-87.72786506,1
41.92432575,-87.73988541,1
41.74670929,-87.5989941,1
41.6941881,-87.61104496,1
41.87101611,-87.67636855,1
41.90320128,-87.62746518,1
41.88051067,-87.74404023,1
41.88090683,-87.71194942,1
41.76744633,-87.66385969,1
41.77942469,-87.6107822,1
41.86565567,-87.70313923,1
41.85079563,-87.71375314,1
41.73679305,-87.55141767,1
41.69408229,-87.65075496,1
41.70974464,-87.64898884,1
41.69978885,-87.7023262,1
41.88513049,-87.75891134,1
41.81573368,-87.62300822,1
41.76024766,-87.6892394,1
41.80030201,-87.58867826,1
41.72053191,-87.53528894,1
41.88313672,-87.74453757,1
41.76308481,-87.58584654,1
41.88643365,-87.65333124,1
41.91960959,-87.67562784,1
41.98453553,-87.78896246,1
41.86383001,-87.69456297,1
41.83230185,-87.66856357,1
41.88803055,-87.6211465,1
41.93180991,-87.72532528,1
41.78974088,-87.65961982,1
41.96682696,-87.77070581,1
41.86530393,-87.62578225,1
41.93228164,-87.72579121,1
41.91012633,-87.7630224,1
41.91759185,-87.74745429,1
41.75169915,-87.54926515,1
41.72274103,-87.55326576,1
41.78897057,-87.74148014,1
41.99041212,-87.73359614,1
41.93501725,-87.66215049,1
41.91599713,-87.74792814,1
41.77960429,-87.73988342,1
41.79809441,-87.70613406,1
41.74518661,-87.60379713,1
41.99841172,-87.6736177,1
41.78738758,-87.70337833,1
41.79901743,-87.59501582,1
41.73937619,-87.60368336,1
41.74855588,-87.61808383,1
41.98493848,-87.69956612,1
41.88323063,-87.67109124,1
41.89075306,-87.63639101,1
41.94107472,-87.64837704,1
41.85844449,-87.7164141,1
41.95214326,-87.73080082,1
41.74862025,-87.65773758,1
41.75421927,-87.57848768,1
41.76752029,-87.67475694,1
41.85793052,-87.64664404,1
41.88953356,-87.74937445,1
41.89570117,-87.69102427,1
41.87885667,-87.72679691,1
41.70112186,-87.66340924,1
41.77876941,-87.68105422,1
42.0166406,-87.67972202,1
41.85887589,-87.72422893,1
41.7482868,-87.6229277,1
41.851604,-87.72017967,1
41.77676985,-87.661706,1
41.90340113,-87.76100309,1
41.91211224,-87.76560587,1
41.9213103,-87.74745702,1
41.94026228,-87.71253496,1
41.68594693,-87.61807478,1
42.00900929,-87.67353396,1
41.79223632,-87.66258602,1
41.88681544,-87.72688323,1
41.92518302,-87.64838904,1
41.78630694,-87.63376865,1
41.70997364,-87.64048967,1
41.99231083,-87.65888196,1
41.75531238,-87.64780131,1
41.7469421,-87.60021172,1
41.86360511,-87.72387567,1
41.77715946,-87.70235291,1
41.76806923,-87.63843164,1
41.75523024,-87.57698053,1
41.99448749,-87.66601397,1
41.79766694,-87.66535694,1
41.93793359,-87.71122705,1
41.72870717,-87.59736376,1
41.90566777,-87.7288502,1
41.83921365,-87.64144231,1
41.97080927,-87.73550472,1
41.82351246,-87.64169209,1
41.8662297,-87.72098346,1
41.85304877,-87.67912917,1
41.87286796,-87.69723777,1
41.87781685,-87.73891689,1
41.89782111,-87.64119939,1
41.76668676,-87.56978969,1
41.77324022,-87.68212206,1
41.78649722,-87.68783638,1
41.74037022,-87.72026433,1
41.66565088,-87.6173662,1
41.74302918,-87.66650616,1
41.81141811,-87.60090755,1
41.91190521,-87.6806851,1
41.89985506,-87.65833504,1
41.94633843,-87.73012398,1
41.75443848,-87.60652535,1
41.76051665,-87.68924771,1
41.94442772,-87.73260109,1
41.95234782,-87.76278587,1
41.92541267,-87.72679711,1
41.97422857,-87.9005853,1
41.97259696,-87.7474506,1
41.97463152,-87.77577462,1
41.88160073,-87.65792863,1
41.96425685,-87.75657225,1
41.97687845,-87.76060677,1
41.87888574,-87.70114755,1
41.798332,-87.70491783,1
41.84449364,-87.64053764,1
41.97955744,-87.78089897,1
41.9815905,-87.80114677,1
41.92817495,-87.68199658,1
41.89921648,-87.7716266,1
41.79890508,-87.67782442,1
41.72268557,-87.55764018,1
41.90157647,-87.7299614,1
41.97588951,-87.68995068,1
41.94180778,-87.68823507,1
41.96447196,-87.73902396,1
41.85792446,-87.65811909,1
41.88028971,-87.62435742,1
41.75867075,-87.65508856,1
41.93268154,-87.7133288,1
41.74545287,-87.70105478,1
41.70003341,-87.61190233,1
41.95306648,-87.77612804,1
41.85986467,-87.62397738,1
41.69630637,-87.6635471,1
41.72933083,-87.60609406,1
41.69848221,-87.54256283,1
41.69818582,-87.5425628,1
41.9187101,-87.67765427,1
41.6978482,-87.56316029,1
41.79236152,-87.61916287,1
41.69842192,-87.54377194,1
41.72780022,-87.63181006,1
41.76280136,-87.65284216,1
41.74341433,-87.602586,1
41.90373442,-87.72030196,1
41.96599026,-87.66105699,1
41.9565067,-87.74511637,1
41.92750652,-87.66218513,1
41.68982257,-87.62660649,1
41.71265336,-87.62183321,1
41.9542263,-87.67343389,1
41.8819427,-87.73440224,1
41.94124275,-87.77241204,1
41.69283994,-87.60398253,1
41.85204363,-87.66659369,1
41.75139303,-87.66589555,1
41.9282866,-87.69751068,1
41.79224498,-87.73415987,1
41.90256956,-87.73251608,1
41.75620115,-87.57730998,1
41.69940372,-87.62449127,1
41.80112535,-87.62425151,1
41.91479404,-87.69815164,1
41.77780464,-87.77448013,1
41.7712284,-87.73506668,1
41.91027347,-87.62885679,1
41.88546635,-87.7001352,1
41.8469205,-87.64709211,1
41.8841465,-87.6559151,1
41.90512993,-87.70182913,1
41.78916893,-87.70343423,1
41.74453005,-87.56086942,1
41.9668839,-87.7649948,1
41.91088857,-87.65026859,1
41.93246741,-87.66442271,1
41.97065084,-87.75820981,1
41.89863003,-87.67804338,1
41.95796832,-87.74867287,1
41.89780681,-87.71517222,1
41.92862001,-87.65321045,1
41.82216675,-87.68479637,1
41.97053488,-87.66768715,1
41.89724167,-87.75198558,1
41.74383808,-87.56490112,1
41.75223365,-87.65946246,1
41.69394306,-87.66112209,1
41.68083783,-87.6699198,1
41.80271964,-87.61627144,1
41.99833265,-87.68867985,1
41.92237411,-87.75050449,1
41.91163708,-87.73157503,1
41.67999334,-87.67291194,1
41.8809906,-87.70465206,1
41.90419021,-87.66619102,1
41.92374728,-87.71248563,1
41.93666633,-87.6963175,1
41.92010398,-87.64160901,1
41.88312885,-87.74567971,1
41.80294949,-87.68593279,1
41.96782703,-87.67974689,1
41.91147141,-87.79728421,1
41.87909933,-87.64110402,1
41.68113598,-87.66974834,1
41.80718151,-87.72723872,1
41.89299498,-87.75607156,1
41.93944856,-87.76971892,1
41.95386622,-87.71218606,1
41.85436952,-87.72107825,1
41.76291284,-87.65405789,1
41.78485892,-87.67001822,1
41.74980717,-87.67069801,1
41.73574715,-87.60394794,1
41.7458201,-87.55399416,1
41.84506394,-87.73202678,1
41.92972644,-87.65376096,1
41.77594862,-87.60096297,1
41.88619482,-87.75772662,1
41.80036432,-87.60050165,1
41.95172082,-87.76695292,1
41.95978708,-87.73839467,1
41.74255361,-87.69883337,1
41.95094251,-87.7079354,1
41.9030776,-87.68369169,1
41.98277534,-87.6613218,1
42.00836469,-87.66787794,1
41.88162179,-87.64118696,1
41.89500131,-87.62165306,1
41.91444957,-87.70688095,1
41.89754962,-87.68787995,1
41.8894438,-87.67686288,1
41.89982474,-87.68449604,1
41.79303731,-87.6840193,1
41.76401289,-87.57254483,1
41.85836167,-87.71888171,1
41.81364478,-87.69986366,1
41.85355705,-87.70931813,1
41.89198448,-87.7592319,1
41.65498315,-87.55077959,1
41.89173998,-87.75426117,1
41.90530318,-87.7242507,1
41.92682764,-87.75969867,1
41.74396615,-87.60521438,1
41.9192407,-87.77433906,1
41.91470549,-87.7573309,1
41.7525007,-87.60647758,1
41.92008404,-87.64285484,1
41.9185456,-87.765784,1
41.85401654,-87.64653174,1
41.79673759,-87.67073556,1
41.96478141,-87.69791275,1
41.91902938,-87.7236462,1
41.85239075,-87.71745597,1
41.87973405,-87.66675024,1
41.84015891,-87.71223737,1
41.91067135,-87.66465032,1
41.85185123,-87.69949783,1
41.77917819,-87.59617101,1
41.73476881,-87.60850211,1
41.87202305,-87.67729451,1
41.97649792,-87.75531439,1
41.73778419,-87.65143922,1
41.75810544,-87.60661592,1
41.94126215,-87.74396269,1
41.74961951,-87.6634183,1
41.80766457,-87.7398666,1
41.72813845,-87.64097226,1
41.85572521,-87.68410505,1
41.85576942,-87.66125818,1
41.64792464,-87.6164063,1
41.96475128,-87.77894942,1
41.78337614,-87.64560318,1
41.95490188,-87.67927604,1
41.96635254,-87.6791148,1
41.89411981,-87.74198688,1
41.84702724,-87.72339809,1
41.78071929,-87.64097156,1
41.72994153,-87.56130799,1
41.87086576,-87.7140073,1
41.85155704,-87.6856264,1
41.96262553,-87.65959589,1
41.67784909,-87.63876978,1
41.74929153,-87.564979,1
41.96518405,-87.67297886,1
41.79976698,-87.6459304,1
41.77869895,-87.78008182,1
41.77252077,-87.61483357,1
41.78334553,-87.71403261,1
41.90861307,-87.75346947,1
41.97814059,-87.76999573,1
41.90620807,-87.77428745,1
41.91881974,-87.65217549,1
41.92999224,-87.64769447,1
41.71879382,-87.65287807,1
41.77695403,-87.58831417,1
41.88891604,-87.75860933,1
41.94678958,-87.76309642,1
41.80442661,-87.65513803,1
41.81037208,-87.74445243,1
41.93328151,-87.75249268,1
41.90842582,-87.76708965,1
41.84272346,-87.70292392,1
41.76100284,-87.62320164,1
41.88853411,-87.75414322,1
41.96693787,-87.70180373,1
41.83585186,-87.63282937,1
41.67168576,-87.65632456,1
42.0074359,-87.67575418,1
41.96321853,-87.68295609,1
41.74031174,-87.55391421,1
41.7754242,-87.69622917,1
41.76381069,-87.60269916,1
41.84914471,-87.63277245,1
41.77507834,-87.71837582,1
41.73194257,-87.64470862,1
41.97128193,-87.69633676,1
41.84691952,-87.73002015,1
42.0170514,-87.67765335,1
41.85388916,-87.68407958,1
41.96457755,-87.65694632,1
41.94142697,-87.75751684,1
41.89444119,-87.74578906,1
41.95935546,-87.70980544,1
41.81333235,-87.63462648,1
41.91361717,-87.63534874,1
41.67575697,-87.62379176,1
41.89585306,-87.6804886,1
41.69260173,-87.62157825,1
41.81040454,-87.61818118,1
41.75043531,-87.65792011,1
41.99691829,-87.68410299,1
41.91779587,-87.67566484,1
41.87111369,-87.74766596,1
41.88310458,-87.76985816,1
41.97880076,-87.65788076,1
41.91041211,-87.72512794,1
41.91910187,-87.71768942,1
41.91669405,-87.6763816,1
41.86514149,-87.7300361,1
41.87565698,-87.76269372,1
41.77808998,-87.63008171,1
41.67298745,-87.65880724,1
41.94442173,-87.65794602,1
41.89339328,-87.76661642,1
41.77113721,-87.65913267,1
41.95967162,-87.65381422,1
41.85562865,-87.67103837,1
41.91422419,-87.72157568,1
41.87361335,-87.71208616,1
41.86412257,-87.7068218,1
41.9346335,-87.71858383,1
41.91585222,-87.73262298,1
41.94315579,-87.76522028,1
41.94034691,-87.81415949,1
41.76591285,-87.66020273,1
41.80696191,-87.71742545,1
41.9317262,-87.79427015,1
41.78840718,-87.64986896,1
41.72997999,-87.64831617,1
41.81176301,-87.66749579,1
41.94387368,-87.7824532,1
41.74711187,-87.56981647,1
41.9787207,-87.77245839,1
41.69704571,-87.63109349,1
41.7633302,-87.60916308,1
41.97903327,-87.83044687,1
41.90178836,-87.72383596,1
41.92486378,-87.69145208,1
41.7368012,-87.56114524,1
41.70860511,-87.618677,1
41.8939835,-87.63466269,1
41.87980533,-87.63082929,1
41.86707355,-87.65203486,1
41.88897254,-87.65526548,1
41.80729401,-87.71743327,1
41.79310565,-87.66577835,1
41.96964281,-87.66105904,1
41.72812855,-87.62761554,1
41.77360119,-87.65070071,1
41.76064701,-87.6673464,1
41.80006546,-87.70374562,1
41.81931004,-87.62310076,1
41.90479299,-87.72636782,1
41.6954589,-87.67743689,1
41.68235627,-87.64623698,1
41.7989289,-87.6757484,1
41.87793313,-87.70358044,1
41.98618071,-87.78810246,1
41.95484574,-87.83547519,1
41.87836594,-87.76332324,1
41.81536582,-87.64005561,1
41.68044447,-87.646865,1
41.80927078,-87.70643587,1
41.98255156,-87.67050437,1
41.99897342,-87.67729817,1
41.748602,-87.60880093,1
41.73856399,-87.64369257,1
41.97219267,-87.69085942,1
41.75970444,-87.57921875,1
41.81768393,-87.60187068,1
41.79161712,-87.66087997,1
41.94909454,-87.71278747,1
41.95508753,-87.66907215,1
41.73575854,-87.60314909,1
41.73304163,-87.54700079,1
41.92084576,-87.72462468,1
41.85530772,-87.6490617,1
41.99621527,-87.71686214,1
41.80725889,-87.59678817,1
41.73301355,-87.60347327,1
41.93523575,-87.71728436,1
41.89854012,-87.68298469,1
41.96469544,-87.70874956,1
41.96737991,-87.71088916,1
41.89665765,-87.69919088,1
41.91846224,-87.68087182,1
41.76763254,-87.69612299,1
41.72471387,-87.6142162,1
41.74948243,-87.65735108,1
41.79577865,-87.62411609,1
41.79162976,-87.64265834,1
41.75075029,-87.60395036,1
41.99424198,-87.72764859,1
41.75581303,-87.60777426,1
41.77810705,-87.60161667,1
41.76422589,-87.58702824,1
41.89944681,-87.68317751,1
41.86055058,-87.70550208,1
41.6846216,-87.67218367,1
41.88693202,-87.62857344,1
41.9256699,-87.68741652,1
41.97994619,-87.67651521,1
41.91898642,-87.74862834,1
41.86703341,-87.72868562,1
42.0164713,-87.68131716,1
41.83425988,-87.61106846,1
42.01794152,-87.6826527,1
41.92336792,-87.72673931,1
41.93692465,-87.71241297,1
41.77329742,-87.66531657,1
41.88369578,-87.72698618,1
42.01706862,-87.69137943,1
41.93573997,-87.69851351,1
41.75061993,-87.64555714,1
41.95302548,-87.77842975,1
41.92516846,-87.71701008,1
41.88568844,-87.75145133,1
41.85439741,-87.72581309,1
41.7741888,-87.60214146,1
41.77007592,-87.6518195,1
41.81308223,-87.61235922,1
41.8577362,-87.70572783,1
41.89577672,-87.758074,1
41.76157198,-87.64364786,1
41.9144435,-87.71182262,1
41.93844551,-87.70344852,1
41.67055454,-87.64011827,1
41.91763618,-87.73634663,1
41.93518731,-87.64681925,1
41.77173482,-87.69852021,1
41.85968051,-87.70547755,1
41.8440064,-87.65825811,1
41.91096238,-87.69455985,1
41.96621537,-87.69373242,1
41.75070845,-87.5991061,1
41.9119121,-87.7090697,1
41.73210441,-87.60378398,1
41.67914537,-87.62632431,1
41.85104309,-87.69135379,1
41.97875096,-87.68009859,1
41.99430468,-87.72393992,1
41.77853134,-87.69337537,1
41.75046714,-87.61651978,1
41.90444513,-87.77180485,1
41.78408435,-87.72596765,1
41.79851429,-87.66713785,1
41.90556446,-87.70751518,1
41.97482972,-87.67437598,1
41.75656767,-87.563899,1
41.92546318,-87.6479708,1
41.69154577,-87.70249097,1
41.83687763,-87.72470178,1
41.84173805,-87.71960594,1
41.74228773,-87.5587967,1
41.84194387,-87.70740152,1
41.84532943,-87.69280922,1
42.00189508,-87.6912119,1
41.84691695,-87.73005321,1
41.70276963,-87.62071909,1
41.71139341,-87.65490822,1
41.92605646,-87.79775376,1
41.68261849,-87.62880861,1
41.98356064,-87.66421919,1
41.84203792,-87.61997961,1
41.91966922,-87.73153264,1
41.93713279,-87.72567166,1
41.73628349,-87.64278268,1
41.9602612,-87.66921696,1
41.79991051,-87.59264369,1
41.80153341,-87.64899963,1
41.7294517,-87.68109177,1
41.81369818,-87.64202145,1
41.92243851,-87.66322302,1
41.89987936,-87.64349129,1
41.94907803,-87.65226517,1
41.90924895,-87.77603535,1
41.95705857,-87.74839442,1
41.89607464,-87.72121633,1
41.90018589,-87.73114993,1
41.76560475,-87.62049704,1
41.8489918,-87.71004518,1
41.99614906,-87.67193412,1
41.75024153,-87.67225836,1
41.74264124,-87.66162573,1
41.87610412,-87.73147887,1
41.94902222,-87.70054326,1
41.88917293,-87.6557408,1
41.94472161,-87.65667838,1
41.87866726,-87.64960204,1
41.88179934,-87.64561737,1
41.87613646,-87.72875404,1
41.77064046,-87.58257322,1
41.959519,-87.77124071,1
41.75938701,-87.66918104,1
41.89542274,-87.72041818,1
41.75990706,-87.57124819,1
41.76252767,-87.64147872,1
41.98042669,-87.65998202,1
41.92405123,-87.76039967,1
41.73514327,-87.65453377,1
41.77150148,-87.67127761,1
41.75139886,-87.66832155,1
41.6536876,-87.55236141,1
41.93913597,-87.6453986,1
41.94235125,-87.67472153,1
41.81834934,-87.62262346,1
41.68975985,-87.63384911,1
41.93671942,-87.7858814,1
41.90948998,-87.64217548,1
41.80826227,-87.60653717,1
41.8020332,-87.62062156,1
41.92386908,-87.69614717,1
41.69328025,-87.64557518,1
41.83624987,-87.69499876,1
41.81664751,-87.61594,1
41.7850602,-87.64361618,1
41.7694699,-87.60753608,1
41.93750318,-87.70928328,1
41.89556063,-87.70580942,1
41.79357336,-87.70040971,1
42.01029618,-87.68604224,1
41.91759235,-87.72901692,1
41.92552047,-87.64470338,1
41.70445472,-87.64275716,1
41.77300818,-87.61334708,1
41.77477583,-87.66897097,1
41.7979955,-87.67760998,1
41.98876792,-87.74197611,1
41.9017548,-87.70941109,1
41.91321545,-87.70853529,1
41.8951992,-87.73527377,1
41.94165421,-87.72236846,1
41.7524068,-87.63379238,1
41.78569991,-87.70089416,1
41.68407196,-87.65184922,1
41.69374253,-87.63757361,1
41.81812022,-87.70276907,1
41.95153499,-87.71599885,1
41.94016352,-87.70397191,1
41.87499824,-87.68656108,1
41.87238912,-87.70096924,1
41.77436313,-87.72631233,1
41.80312239,-87.7515938,1
41.95378186,-87.77313296,1
41.94021243,-87.82272461,1
41.94793726,-87.78634418,1
41.8930997,-87.72479638,1
41.87995846,-87.68001514,1
41.76979661,-87.64318585,1
41.94544916,-87.82785475,1
41.8997901,-87.73470566,1
41.9007064,-87.77046381,1
41.98994998,-87.66389479,1
41.90677899,-87.7522003,1
41.93212039,-87.69406948,1
41.88419101,-87.68404831,1
41.73724461,-87.63878602,1
41.96553006,-87.72673296,1
41.75224726,-87.60156962,1
41.89617099,-87.72488843,1
41.9469917,-87.75087949,1
41.68408648,-87.66036803,1
41.79812335,-87.71962251,1
41.9509499,-87.75216687,1
41.87744887,-87.69490105,1
41.9660636,-87.70350747,1
41.70691844,-87.60399922,1
41.7486538,-87.60268049,1
41.95506832,-87.66907235,1
41.65373622,-87.59544052,1
42.00472194,-87.67289392,1
41.79443036,-87.72441777,1
41.78362372,-87.72656598,1
41.87650065,-87.64249066,1
41.78531598,-87.76612087,1
41.92260887,-87.77567291,1
41.82878175,-87.65091833,1
41.81904006,-87.63727554,1
42.00207612,-87.69365668,1
41.90713503,-87.72400552,1
41.76441746,-87.63586122,1
41.91058753,-87.63760809,1
41.73680858,-87.54445606,1
41.7427725,-87.57344785,1
41.97262361,-87.66303923,1
41.82053639,-87.68475045,1
41.75151609,-87.66346454,1
41.80228975,-87.68915229,1
41.89910763,-87.77406288,1
41.96184218,-87.75552776,1
41.92054594,-87.67095173,1
41.72622345,-87.643341,1
41.909855,-87.66867797,1
41.77307616,-87.67740194,1
41.94554528,-87.72129472,1
42.01501212,-87.66521803,1
41.88451663,-87.62270955,1
41.95705831,-87.74834295,1
41.78637438,-87.63764366,1
41.97708629,-87.84153933,1
41.80310204,-87.61072897,1
41.84302736,-87.62332297,1
41.66782742,-87.63435375,1
41.70258275,-87.64270028,1
42.00555974,-87.68799613,1
41.75155203,-87.6768222,1
41.73128255,-87.65928581,1
41.88242153,-87.73307943,1
41.77225438,-87.65964153,1
41.9076334,-87.67317187,1
41.77740449,-87.60463463,1
41.74213103,-87.56365732,1
41.92115313,-87.76588583,1
41.74351372,-87.56976017,1
42.00652036,-87.68802322,1
41.70272394,-87.53330101,1
41.96475814,-87.71373858,1
41.8590198,-87.71063794,1
41.71145668,-87.63930908,1
41.82063797,-87.60119871,1
41.87016126,-87.72286614,1
41.87128581,-87.68616893,1
41.74432754,-87.67178037,1
41.7458777,-87.66696772,1
41.75631106,-87.58952419,1
41.65498308,-87.54956106,1
41.94312633,-87.76759138,1
41.94982839,-87.8010177,1
41.89670585,-87.62615565,1
41.99557554,-87.67432387,1
41.79700214,-87.65493759,1
41.77949939,-87.72767177,1
41.80804218,-87.67710406,1
41.84196209,-87.62591102,1
41.8427391,-87.70177507,1
41.94004008,-87.66891225,1
41.8435172,-87.71720344,1
41.78642702,-87.72786691,1
41.99490877,-87.78438607,1
41.70685993,-87.64937833,1
41.78764107,-87.65349257,1
41.91218516,-87.64589014,1
41.96283523,-87.72621067,1
41.86433688,-87.65563598,1
41.89366511,-87.6297078,1
41.92855332,-87.68776962,1
41.91053454,-87.67421107,1
41.90990545,-87.67745048,1
41.92544565,-87.71701476,1
41.96890927,-87.66703482,1
41.69016279,-87.62303303,1
41.86549057,-87.7080787,1
41.66242373,-87.63660069,1
41.88525492,-87.69023653,1
41.75142301,-87.67681618,1
41.89493887,-87.77513869,1
41.93079664,-87.71594528,1
41.86001652,-87.70670403,1
41.86940327,-87.65758343,1
41.74485376,-87.60627069,1
41.87674503,-87.74823142,1
41.74754156,-87.67185731,1
41.85121159,-87.71864183,1
41.89412427,-87.6535435,1
41.87735457,-87.70266813,1
41.86481972,-87.62736621,1
42.00177497,-87.6672439,1
41.77806378,-87.59144697,1
41.85152978,-87.72583655,1
41.85255212,-87.72352546,1
41.86024602,-87.71767795,1
41.74610667,-87.67814924,1
41.69069884,-87.62897674,1
41.99068536,-87.67911583,1
41.84728877,-87.72097327,1
41.89095846,-87.66872333,1
41.86938738,-87.65861528,1
41.9916184,-87.65826393,1
41.9489619,-87.65955967,1
41.90114167,-87.6927513,1
41.76120697,-87.63456182,1
41.94962881,-87.67136388,1
41.81818127,-87.63414089,1
41.91625227,-87.71188223,1
41.87869354,-87.61743865,1
41.90319838,-87.75178094,1
41.77700354,-87.71150528,1
41.9993114,-87.70384192,1
41.96694749,-87.67709736,1
41.68425238,-87.64942012,1
41.71268009,-87.60248006,1
41.70469846,-87.61491901,1
41.70531623,-87.70992234,1
41.85089541,-87.63771576,1
41.91694824,-87.80603077,1
42.0030448,-87.81863168,1
41.89979659,-87.64341872,1
41.74520789,-87.70592716,1
41.88288965,-87.66293135,1
41.88051453,-87.645532,1
41.88990925,-87.72138905,1
41.81443857,-87.72383211,1
41.97701673,-87.65643223,1
41.71609528,-87.5958045,1
41.93105786,-87.71298804,1
41.8087257,-87.64068108,1
41.75568133,-87.72089195,1
41.74826133,-87.68450368,1
41.76842893,-87.6748063,1
41.8014117,-87.62797096,1
41.85805004,-87.72737533,1
41.88304743,-87.68273053,1
41.86245066,-87.71073681,1
41.79335249,-87.64391601,1
41.87352144,-87.72000328,1
41.88357818,-87.70963937,1
41.90335474,-87.66692705,1
41.73083711,-87.58551711,1
41.72162085,-87.57533449,1
41.89892985,-87.64303502,1
41.68234443,-87.67038756,1
41.79063236,-87.70960243,1
41.75290681,-87.70613438,1
41.68965823,-87.63745286,1
41.76312623,-87.66141212,1
41.91871901,-87.7489284,1
41.80495202,-87.61647762,1
41.69146221,-87.62103429,1
41.68035036,-87.62058577,1
42.02007127,-87.6730884,1
41.7346025,-87.58808205,1
41.84905976,-87.71858168,1
41.67552961,-87.63461084,1
41.75469164,-87.55997062,1
